drought_region_id,year_month,saturation_ratio
33,2009-05,0.85825
33,2009-06,0.7212
33,2009-07,0.92575
33,2009-08,0.761
33,2009-09,0.70425
33,2009-10,0.7915
33,2009-11,0.9714
33,2009-12,0.998
33,2010-01,0.9985
33,2010-02,0.9982500000000001
33,2010-03,0.998
33,2010-04,0.8882500000000001
33,2010-05,0.9712
33,2010-06,0.8955
33,2010-07,0.6112500000000001
33,2010-08,0.9684000000000001
33,2010-09,0.96075
33,2010-10,0.9652499999999999
33,2010-11,0.9936
33,2010-12,0.9985
33,2011-01,0.9987999999999999
33,2011-02,0.997
33,2011-03,0.99275
